Name,VUID
Taparia Sledge Hammer With Hickory Wood Handle  (1350 gm),CP-044590-1
Taparia Sledge Hammer With Hickory Wood Handle  (1800 gm),CP-044590-2
Taparia Sledge Hammer With Hickory Wood Handle  (3600 gm),CP-044590-3
Taparia Sledge Hammer With Hickory Wood Handle  (5400 gm),CP-044590-4
Taparia Sledge Hammer With Hickory Wood Handle  (6300 gm),CP-044590-5
Sika Separol - Mould Release Agents ,CP-880701-1
Taparia Club Hammer With Handle (800 gm),CP-551949-1
Taparia Club Hammer With Handle (1000 gm),CP-551949-2
Taparia Club Hammer With Handle (1250 gm),CP-551949-3
Taparia Club Hammer With Handle (1500 gm),CP-551949-4
Sika Tilofix ,CP-926957-1
SikaCim ,CP-515970-1
"Shuttering Plywood (Make: Dock) - Good Quality - Budget Buy (8x4 Feet, 12 mm, 34 kg)",CP-961337-1
Sika MonoTop - 108 Water Plug IN ,CP-851983-1
SikaTop - 107 Seal IN ,CP-522884-1
Adjustable Telescopic Prop / Prop Jack (21 kg) (Size: 2 x 3 meter),CP-107936-4
Coupler Forged Fix (Heavy Quality) ,CP-526555-2
Dr. Fixit 101 Pidiproof LW+ (20 Ltr),CP-719257-1
Sun 100 Safety Goggles (Black),CP-685117-2
"Duplex Lifting Belt / Web Slings (3 ton, 3 meter, 75 mm, Yellow)",CP-515685-1
"Duplex Lifting Belt / Web Slings (1 ton, 1 meter, 25 mm, Violet)",CP-515685-2
"Duplex Lifting Belt / Web Slings (1 ton, 2 meter, 25 mm, Violet)",CP-515685-3
"Duplex Lifting Belt / Web Slings (1 ton, 3 meter, 25 mm, Violet)",CP-515685-4
"Duplex Lifting Belt / Web Slings (1 ton, 4 meter, 25 mm, Violet)",CP-515685-5
"Duplex Lifting Belt / Web Slings (1 ton, 5 meter, 25 mm, Violet)",CP-515685-6
"Duplex Lifting Belt / Web Slings (1 ton, 6 meter, 25 mm, Violet)",CP-515685-7
"Duplex Lifting Belt / Web Slings (1 ton, 8 meter, 25 mm, Violet)",CP-515685-8
"Duplex Lifting Belt / Web Slings (1 ton, 10 meter, 25 mm, Violet)",CP-515685-9
"Duplex Lifting Belt / Web Slings (1 ton, 12 meter, 25 mm, Violet)",CP-515685-10
"Duplex Lifting Belt / Web Slings (2 ton, 1 meter, 50 mm, Green)",CP-515685-11
"Duplex Lifting Belt / Web Slings (2 ton, 2 meter, 50 mm, Green)",CP-515685-12
"Duplex Lifting Belt / Web Slings (2 ton, 3 meter, 50 mm, Green)",CP-515685-13
"Duplex Lifting Belt / Web Slings (2 ton, 4 meter, 50 mm, Green)",CP-515685-14
"Duplex Lifting Belt / Web Slings (2 ton, 5 meter, 50 mm, Green)",CP-515685-15
"Duplex Lifting Belt / Web Slings (2 ton, 6 meter, 50 mm, Green)",CP-515685-16
"Duplex Lifting Belt / Web Slings (2 ton, 8 meter, 50 mm, Green)",CP-515685-17
"Duplex Lifting Belt / Web Slings (2 ton, 10 meter, 50 mm, Green)",CP-515685-18
"Duplex Lifting Belt / Web Slings (2 ton, 12 meter, 50 mm, Green)",CP-515685-19
"Duplex Lifting Belt / Web Slings (3 ton, 1 meter, 75 mm, Yellow)",CP-515685-20
"Duplex Lifting Belt / Web Slings (3 ton, 2 meter, 75 mm, Yellow)",CP-515685-21
"Duplex Lifting Belt / Web Slings (3 ton, 4 meter, 75 mm, Yellow)",CP-515685-22
"Duplex Lifting Belt / Web Slings (3 ton, 5 meter, 75 mm, Yellow)",CP-515685-23
"Duplex Lifting Belt / Web Slings (3 ton, 6 meter, 75 mm, Yellow)",CP-515685-24
"Duplex Lifting Belt / Web Slings (3 ton, 8 meter, 75 mm, Yellow)",CP-515685-25
"Duplex Lifting Belt / Web Slings (3 ton, 10 meter, 75 mm, Yellow)",CP-515685-26
"Duplex Lifting Belt / Web Slings (3 ton, 12 meter, 75 mm, Yellow)",CP-515685-27
"Duplex Lifting Belt / Web Slings (4 ton, 2 meter, 100 mm, Grey)",CP-515685-28
"Duplex Lifting Belt / Web Slings (4 ton, 3 meter, 100 mm, Grey)",CP-515685-29
"Duplex Lifting Belt / Web Slings (4 ton, 4 meter, 100 mm, Grey)",CP-515685-30
"Duplex Lifting Belt / Web Slings (4 ton, 5 meter, 100 mm, Grey)",CP-515685-31
"Duplex Lifting Belt / Web Slings (4 ton, 6 meter, 100 mm, Grey)",CP-515685-32
"Duplex Lifting Belt / Web Slings (4 ton, 8 meter, 100 mm, Grey)",CP-515685-33
"Duplex Lifting Belt / Web Slings (4 ton, 10 meter, 100 mm, Grey)",CP-515685-34
"Duplex Lifting Belt / Web Slings (4 ton, 12 meter, 100 mm, Grey)",CP-515685-35
"Duplex Lifting Belt / Web Slings (5 ton, 2 meter, 125 mm, Red)",CP-515685-36
"Duplex Lifting Belt / Web Slings (5 ton, 3 meter, 125 mm, Red)",CP-515685-37
"Duplex Lifting Belt / Web Slings (5 ton, 4 meter, 125 mm, Red)",CP-515685-38
"Duplex Lifting Belt / Web Slings (5 ton, 5 meter, 125 mm, Red)",CP-515685-39
"Duplex Lifting Belt / Web Slings (5 ton, 6 meter, 125 mm, Red)",CP-515685-40
"Duplex Lifting Belt / Web Slings (5 ton, 8 meter, 125 mm, Red)",CP-515685-41
"Duplex Lifting Belt / Web Slings (5 ton, 10 meter, 125 mm, Red)",CP-515685-42
"Duplex Lifting Belt / Web Slings (5 ton, 12 meter, 125 mm, Red)",CP-515685-43
"Duplex Lifting Belt / Web Slings (6 ton, 2 meter, 150 mm, Brown)",CP-515685-44
"Duplex Lifting Belt / Web Slings (6 ton, 3 meter, 150 mm, Brown)",CP-515685-45
"Duplex Lifting Belt / Web Slings (6 ton, 4 meter, 150 mm, Brown)",CP-515685-46
"Duplex Lifting Belt / Web Slings (6 ton, 5 meter, 150 mm, Brown)",CP-515685-47
"Duplex Lifting Belt / Web Slings (6 ton, 6 meter, 150 mm, Brown)",CP-515685-48
"Duplex Lifting Belt / Web Slings (6 ton, 8 meter, 150 mm, Brown)",CP-515685-49
"Duplex Lifting Belt / Web Slings (6 ton, 10 meter, 150 mm, Brown)",CP-515685-50
"Duplex Lifting Belt / Web Slings (6 ton, 12 meter, 150 mm, Brown)",CP-515685-51
Pidilite Fevikwik 203 Cyanoacrylate Adhesive (20 ml) ,CP-519940-1
"Duplex Lifting Belt / Web Slings (8 ton, 3 meter, 200 mm, Blue)",CP-515685-52
"Duplex Lifting Belt / Web Slings (8 ton, 4 meter, 200 mm, Blue)",CP-515685-53
"Duplex Lifting Belt / Web Slings (8 ton, 5 meter, 200 mm, Blue)",CP-515685-54
"Duplex Lifting Belt / Web Slings (8 ton, 6 meter, 200 mm, Blue)",CP-515685-55
"Duplex Lifting Belt / Web Slings (8 ton, 8 meter, 200 mm, Blue)",CP-515685-56
"Duplex Lifting Belt / Web Slings (8 ton, 10 meter, 200 mm, Blue)",CP-515685-57
"Duplex Lifting Belt / Web Slings (8 ton, 12 meter, 200 mm, Blue)",CP-515685-58
Fischer Anchor Bolt & Fastener FBN II (10/50)  (Size: 10 x 120 mm),CP-406550-1
Fischer Anchor Bolt & Fastener FBN II (10/50)  (Size: 10 x 125 mm),CP-406550-2
Thermax Neutrol 118 (250 kg),CP-684506-1
Thermax T Guard AC (20 Ltr),CP-186345-1
Thermax T Guard WBP (20 Ltr),CP-396910-1
Gabdi Angle Plate (2-2.5 kg) (Size: 230 mm × 3 ft),CP-421321-1
Gabdi Angle Plate (4-4.5 kg) (Size: 150 mm × 3 ft),CP-421321-2
"Baton/Botam Patti (8 feet, Pine Wood Timber, 8 ft, Pine Wood Timber) (Size: 2.625 x 1.25 inch) (Size: 3x1.5 (2.5x1.25) inch)",CP-912805-7
"PVC Electrical Conduit Pipe (100 nos) (5 feet, 25 mm (¾ inch), 1.2 mm)",CP-061785-2
Cement Concrete Tower Hoist Machine ,CP-529759-1
Cement Concrete Mini Crane Machine ,CP-641210-1
Cement Concrete Mini Mixer Machine (Half Bag) ,CP-089190-1
Cement Concrete Mixer Machine Without Hopper ,CP-820293-1
Cement Concrete Mixer Machine With Hopper (Mechanical) ,CP-399669-1
Cement Concrete Mixer Machine (Hydraulic Hopper 200 Lts) ,CP-445936-1
Araldite Standard Epoxy Adhesive (Resin 1kg + Hardener 800g) 1.8kg ,CP-060790-1
Cement Concrete Wheel Barrow (Single Wheel) ,CP-417314-1
Cement Concrete Wheel Barrow (Double Wheel) ,CP-218645-1
Cement Concrete Hand Cart ,CP-777893-1
Cement Concrete Vibrating Screed ,CP-086411-1
Cement Concrete Rail Trolly ,CP-511958-1
DR. FIXIT 201 Crack X Paste (5 kg),CP-483141-1
HDPE Saviour Tough Hat Safety Helmet Without Ratchet (Red),CP-603384-1
HDPE Saviour Tough Hat Safety Helmet Without Ratchet (White),CP-603384-2
HDPE Saviour Tough Hat Safety Helmet Without Ratchet (Green),CP-603384-3
HDPE Saviour Tough Hat Safety Helmet Without Ratchet (Yellow),CP-603384-4
HDPE Saviour Tough Hat Safety Helmet Without Ratchet (Blue),CP-603384-5
HDPE Saviour Tough Hat Safety Helmet With Ratchet  (Red),CP-820425-1
HDPE Saviour Tough Hat Safety Helmet With Ratchet  (White),CP-820425-2
HDPE Saviour Tough Hat Safety Helmet With Ratchet  (Green),CP-820425-3
HDPE Saviour Tough Hat Safety Helmet With Ratchet  (Yellow),CP-820425-4
HDPE Saviour Tough Hat Safety Helmet With Ratchet  (Blue),CP-820425-5
Saviour Freedom HDPE Safety Helmet Without Ratchet (Red),CP-921319-1
Saviour Freedom HDPE Safety Helmet Without Ratchet (Yellow),CP-921319-2
Saviour Freedom HDPE Safety Helmet Without Ratchet (Green),CP-921319-3
Saviour Freedom HDPE Safety Helmet Without Ratchet (White),CP-921319-4
Saviour Freedom HDPE Safety Helmet Without Ratchet (Blue),CP-921319-5
Saviour Freedom HDPE Safety Helmet With Ratchet (Red),CP-945525-1
Saviour Freedom HDPE Safety Helmet With Ratchet (Yellow),CP-945525-2
Saviour Freedom HDPE Safety Helmet With Ratchet (Green),CP-945525-3
Saviour Freedom HDPE Safety Helmet With Ratchet (White),CP-945525-4
Saviour Freedom HDPE Safety Helmet With Ratchet (Blue),CP-945525-5
Saviour Freedom ABS Safety Helmet With Ratchet (Red),CP-433402-1
Saviour Freedom ABS Safety Helmet With Ratchet (Yellow),CP-433402-2
Saviour Freedom ABS Safety Helmet With Ratchet (Green),CP-433402-3
Saviour Freedom ABS Safety Helmet With Ratchet (White),CP-433402-4
Saviour Freedom ABS Safety Helmet With Ratchet (Blue),CP-433402-5
Saviour Freedom ABS Safety Helmet With Ratchet (Orange),CP-433402-6
Saviour Wind Safety Helmet With Ratchet (Red),CP-313564-1
Saviour Wind Safety Helmet With Ratchet (Yellow),CP-313564-2
Saviour Wind Safety Helmet With Ratchet (White),CP-313564-3
Saviour Wind Safety Helmet With Ratchet (Blue),CP-313564-4
Saviour Wind Safety Helmet With Ratchet (Green),CP-313564-5
Saviour Speed Nape Strap Safety Helmet (Yellow),CP-442498-1
Saviour Speed Nape Strap Safety Helmet (White),CP-442498-2
Saviour Vento HDPE Safety Helmets With Ratchet (Red),CP-565703-1
Saviour Vento HDPE Safety Helmets With Ratchet (Yellow),CP-565703-2
Saviour Vento HDPE Safety Helmets With Ratchet (White),CP-565703-3
Saviour Vento HDPE Safety Helmets With Ratchet (Blue),CP-565703-4
Hikoki Steel Cutting Blade  (Size: 14 inch),CP-166380-1
GI Clamp  (Size: 32 (1¼ inch)),CP-217095-2
"Shuttering Plywood (Make: Onze) - Mirror Finish - Extremely High Repetitions (8x4 Feet, 12 mm, 34 kg)",CP-735588-1
"Shuttering Plywood (Make: Onze) - Mirror Finish - Extremely High Repetitions (8x4 Feet, 12 mm, 30 kg)",CP-735588-2
Saviour Electrical Shock Proof Safety Helmet ,CP-332934-1
Ador Kingbond Mild Steel Welding Rod (2.50 mm),CP-600065-2
Ador Kingbond Mild Steel Welding Rod (4 mm),CP-600065-3
Ador Supabase X Plus Mild Steel Welding Rod (2.50 mm),CP-182155-1
Ador Supabase X Plus Mild Steel Welding Rod (3.15 mm),CP-182155-2
Ador Supabase X Plus Mild Steel Welding Rod (4 mm),CP-182155-3
Ador Supabase X Plus Mild Steel Welding Rod (5 mm),CP-182155-4
Ador Superon Stainless Steel 308L Welding Rod (2.50 mm),CP-988956-1
Ador Superon Stainless Steel 308L Welding Rod (3.15 mm),CP-988956-2
Ador Superon Stainless Steel 308L Welding Rod (4 mm),CP-988956-3
Ador Superon Stainless Steel 308L Welding Rod (5 mm),CP-988956-4
"Ador AWL Champ Arc 201  Inverter Based Welding Machine (200 Amp, 240V)",CP-972175-1
"Shuttering Plywood (Make: Plyline) - Good Quality - High Repetitions (8x4 Feet, 12 mm, 30 kg)",CP-084933-1
Baton/Botam Patti 3x2 inch (8 feet) (Size: 3x2 (2.5x1.5) inch),CP-795280-1
"Ador AWL Champ Arc T400 Inverter Based Welding Machine (415V, 400 Amp)",CP-044914-1
Welding Rod Holder ,CP-940323-1
KPT Angle Grinder (KAG8-100) ,CP-715935-1
KPT Shakti Angle Grinder (SAG6-100) ,CP-866684-1
KPT Demolition Hammer (KPT11DHN) ,CP-119930-1
KPT Demolition Hammer (KPT16DHN) ,CP-774101-1
KPT Impact Drill Machine (KID10) ,CP-261992-1
KPT Impact Drill Machine (KID13) ,CP-302205-1
KPT Shakti Concrete Vibrator SCV9 ,CP-363854-1
Fischer FWA Anchor Bolt  (Size: 8 x 80 mm),CP-532309-1
Fischer FWA Anchor Bolt  (Size: 10 x 80 mm),CP-532309-2
Fischer FWA Anchor Bolt  (Size: 10 x 95 mm),CP-532309-3
Fischer FWA Anchor Bolt  (Size: 10 x 115 mm),CP-532309-4
Fischer FWA Anchor Bolt  (Size: 12 x 100 mm),CP-532309-5
Fischer FWA Anchor Bolt  (Size: 12 x 120 mm),CP-532309-6
Fischer FWA Anchor Bolt  (Size: 12 x 150 mm),CP-532309-7
Fischer FWA Anchor Bolt  (Size: 16 x 105 mm),CP-532309-8
Fischer FWA Anchor Bolt  (Size: 16 x 140 mm),CP-532309-9
Fischer FWA Anchor Bolt  (Size: 16 x 180 mm),CP-532309-10
Fischer Zinc Plated Anchor Bolt FBN II 8/30  (Size: 8 x 90 mm),CP-178585-1
Fischer Zinc Plated Anchor Bolt FBN II 8/50  (Size: 8 x 110 mm),CP-871721-1
Cabilex 2 Pin Power Cable Cord (3 Mtr),CP-094770-1
Cabilex 2 Pin Power Cable Cord (5 Mtr),CP-094770-2
Cabilex 2 Pin Power Cable Cord (10 Mtr),CP-094770-3
"Cabilex Flexible Single Core FR House Wire (0.75 sq mm, 90 meter)",CP-509879-1
"Cabilex Flexible Single Core FR House Wire (1 sq mm, 90 meter)",CP-509879-2
"Cabilex Flexible Single Core FR House Wire (1.5 sq mm, 90 meter)",CP-509879-3
"Cabilex Flexible Single Core FR House Wire (2.5 sq mm, 90 meter)",CP-509879-4
"Cabilex Flexible Single Core FR House Wire (4 sq mm, 90 meter)",CP-509879-5
"Cabilex Flexible Single Core FR House Wire (6 sq mm, 90 meter)",CP-509879-6
"Cabilex Flexible Single Core FR House Wire (0.75 sq mm, 180 meter)",CP-509879-7
"Cabilex Flexible Single Core FR House Wire (1 sq mm, 180 meter)",CP-509879-8
"Cabilex Flexible Single Core FR House Wire (1.5 sq mm, 180 meter)",CP-509879-9
"Cabilex Flexible Single Core FR House Wire (2.5 sq mm, 180 meter)",CP-509879-10
"Cabilex Flexible Single Core FR House Wire (4 sq mm, 180 meter)",CP-509879-11
"Cabilex Flexible Single Core FR House Wire (6 sq mm, 180 meter)",CP-509879-12
"Cabilex FR PVC Insulated Industrial Cables (10 sq mm, 90 meter)",CP-138881-1
"Cabilex FR PVC Insulated Industrial Cables (16 sq mm, 90 meter)",CP-138881-2
"Cabilex FR PVC Insulated Industrial Cables (25 sq mm, 90 meter)",CP-138881-3
"Cabilex FR PVC Insulated Industrial Cables (35 sq mm, 90 meter)",CP-138881-4
"Cabilex FR PVC Insulated Industrial Cables (50 sq mm, 90 meter)",CP-138881-5
"Cabilex 3 Core Sheathed Submersible Flat Cable (1.5 sq mm, 3 Core, 90 meter)",CP-090509-1
"Cabilex 3 Core Sheathed Submersible Flat Cable (2.5 sq mm, 3 Core, 90 meter)",CP-090509-2
"Cabilex 3 Core Sheathed Submersible Flat Cable (4 sq mm, 3 Core, 90 meter)",CP-090509-3
"Cabilex 3 Core Sheathed Submersible Flat Cable (6 sq mm, 3 Core, 90 meter)",CP-090509-4
"Cabilex 3 Core Sheathed Submersible Flat Cable (10 sq mm, 3 Core, 90 meter)",CP-090509-5
"Cabilex 3 Core Sheathed Submersible Flat Cable (16 sq mm, 3 Core, 90 meter)",CP-090509-6
"Cabilex 3 Core Sheathed Submersible Flat Cable (25 sq mm, 3 Core, 90 meter)",CP-090509-7
"Cabilex 3 Core Sheathed Submersible Flat Cable (35 sq mm, 3 Core, 90 meter)",CP-090509-8
"Cabilex 3 Core Sheathed Submersible Flat Cable (50 sq mm, 3 Core, 90 meter)",CP-090509-9
"Cabilex Industrial Multicore Flexible Round Cables (0.50 sq mm, 2 Core, 90 meter)",CP-163410-1
"Cabilex Industrial Multicore Flexible Round Cables (0.75 sq mm, 2 Core, 90 meter)",CP-163410-2
"Cabilex Industrial Multicore Flexible Round Cables (1 sq mm, 2 Core, 90 meter)",CP-163410-3
"Cabilex Industrial Multicore Flexible Round Cables (1.5 sq mm, 2 Core, 90 meter)",CP-163410-4
"Cabilex Industrial Multicore Flexible Round Cables (2.5 sq mm, 2 Core, 90 meter)",CP-163410-5
"Cabilex Industrial Multicore Flexible Round Cables (4 sq mm, 2 Core, 90 meter)",CP-163410-6
"Cabilex Industrial Multicore Flexible Round Cables (0.50 sq mm, 3 Core, 90 meter)",CP-163410-7
"Cabilex Industrial Multicore Flexible Round Cables (0.75 sq mm, 3 Core, 90 meter)",CP-163410-8
"Cabilex Industrial Multicore Flexible Round Cables (1 sq mm, 3 Core, 90 meter)",CP-163410-9
"Cabilex Industrial Multicore Flexible Round Cables (1.5 sq mm, 3 Core, 90 meter)",CP-163410-10
"Cabilex Industrial Multicore Flexible Round Cables (2.5 sq mm, 3 Core, 90 meter)",CP-163410-11
"Cabilex Industrial Multicore Flexible Round Cables (4 sq mm, 3 Core, 90 meter)",CP-163410-12
"Cabilex Industrial Multicore Flexible Round Cables (6 sq mm, 3 Core, 90 meter)",CP-163410-13
"Cabilex Industrial Multicore Flexible Round Cables (10 sq mm, 3 Core, 90 meter)",CP-163410-14
"Cabilex Industrial Multicore Flexible Round Cables (16 sq mm, 3 Core, 90 meter)",CP-163410-15
"Cabilex Industrial Multicore Flexible Round Cables (25 sq mm, 3 Core, 90 meter)",CP-163410-16
"Cabilex Industrial Multicore Flexible Round Cables (35 sq mm, 3 Core, 90 meter)",CP-163410-17
"Cabilex Industrial Multicore Flexible Round Cables (50 sq mm, 3 Core, 90 meter)",CP-163410-18
"Cabilex Industrial Multicore Flexible Round Cables (0.50 sq mm, 4 Core, 90 meter)",CP-163410-19
"Cabilex Industrial Multicore Flexible Round Cables (0.75 sq mm, 4 Core, 90 meter)",CP-163410-20
"Cabilex Industrial Multicore Flexible Round Cables (1 sq mm, 4 Core, 90 meter)",CP-163410-21
"Cabilex Industrial Multicore Flexible Round Cables (1.5 sq mm, 4 Core, 90 meter)",CP-163410-22
"Cabilex Industrial Multicore Flexible Round Cables (2.5 sq mm, 4 Core, 90 meter)",CP-163410-23
"Cabilex Industrial Multicore Flexible Round Cables (4 sq mm, 4 Core, 90 meter)",CP-163410-24
"Cabilex Industrial Multicore Flexible Round Cables (6 sq mm, 4 Core, 90 meter)",CP-163410-25
"Cabilex Industrial Multicore Flexible Round Cables (10 sq mm, 4 Core, 90 meter)",CP-163410-26
"Cabilex Industrial Multicore Flexible Round Cables (16 sq mm, 4 Core, 90 meter)",CP-163410-27
"Cabilex Industrial Multicore Flexible Round Cables (25 sq mm, 4 Core, 90 meter)",CP-163410-28
"Cabilex Industrial Multicore Flexible Round Cables (35 sq mm, 4 Core, 90 meter)",CP-163410-29
"Cabilex Industrial Multicore Flexible Round Cables (50 sq mm, 4 Core, 90 meter)",CP-163410-30
GI Nut Bolts (16 x 150 mm),CP-748039-1
GI Nut Bolts (16 x 60 mm),CP-748039-2
GI Washer (16 mm),CP-077249-1
Supreme PVC Agri End Cap (6 KG/CM²) (Size: 40 mm),CP-747729-2
Black LDPE Waterproof Plastic Sheet (250 micron) (Size: 18 feet),CP-411552-2
Tiki Tar Prime Bitumen Liquid (Damar) 80/100 Grade (20 Ltr),CP-119855-1
Shalitex Rubber Expansion Joint Filler Board (25 mm) (Size: 1 x 2 meter),CP-370821-2
MS Scaffolding Waller (9 - 9.5 kg) (Size: 4 feet),CP-752986-3
MS Scaffolding Waller (18 - 18.5 kg) (Size: 8 feet),CP-752986-4
DR. FIXIT 201 Crack X Paste (1 kg),CP-483141-2
"Steel Wire Rope Sling (5 ton, 5 meter, 25 mm)",CP-264699-2
Shalitex Bitumen Expansion Joint Filler Board (25 mm) (Size: 4 x 4 feet),CP-328633-1
MS Walkway Planks (Patti) / Khapeda (13 kg) (Size: 8 x 1 feet),CP-041610-1
MS Walkway Planks (Patti) / Khapeda (15 kg) (Size: 10 x 1 feet),CP-041610-2
Rubber Hand Gloves (70 gm) (Size: 12 inch),CP-962772-3
Rubber Hand Gloves (100 gm) (Size: 12 inch),CP-962772-4
Rubber Hand Gloves (120 gm) (Size: 12 inch),CP-962772-5
Nitrile Green Hand Gloves ,CP-326170-1
Jersey Safety hand gloves ,CP-147258-1
Indcare Hector 14 Inch w/o Steel Toe Gumboots  (Size: 7),CP-641616-1
Indcare Hector 14 Inch w/o Steel Toe Gumboots  (Size: 8),CP-641616-2
Indcare Hector 14 Inch w/o Steel Toe Gumboots  (Size: 9),CP-641616-3
Indcare Hector 14 Inch w/o Steel Toe Gumboots  (Size: 10),CP-641616-4
Metro Safety 11 Inch Gumboot Double density  (Size: 6),CP-891484-1
Metro Safety 11 Inch Gumboot Double density  (Size: 7),CP-891484-2
Metro Safety 11 Inch Gumboot Double density  (Size: 8),CP-891484-3
Metro Safety 11 Inch Gumboot Double density  (Size: 9),CP-891484-4
Metro Safety 11 Inch Gumboot Double density  (Size: 10),CP-891484-5
Metro Safety 13 Inch Gumboot Double density With Steel Toe  (Size: 6),CP-624295-1
Metro Safety 13 Inch Gumboot Double density With Steel Toe  (Size: 7),CP-624295-2
Metro Safety 13 Inch Gumboot Double density With Steel Toe  (Size: 8),CP-624295-3
Metro Safety 13 Inch Gumboot Double density With Steel Toe  (Size: 9),CP-624295-4
Metro Safety 13 Inch Gumboot Double density With Steel Toe  (Size: 10),CP-624295-5
Adjustable Telescopic Prop / Prop Jack (15 kg) (Size: 1.5 x 1.5 meter),CP-107936-5
Mild Steel Cuplock Vertical (4.5 kg) (Size: 1 mtr),CP-540519-1
"Balbir Mild Steel C Channel (100 x 50 mm, 5 mm Thick) (6 meter, 36 kg)",CP-155241-1
Metro Safety 15 Inch Gumboot Double density With Steel Toe  (Size: 6),CP-779954-1
Metro Safety 15 Inch Gumboot Double density With Steel Toe  (Size: 7),CP-779954-2
Metro Safety 15 Inch Gumboot Double density With Steel Toe  (Size: 8),CP-779954-3
Metro Safety 15 Inch Gumboot Double density With Steel Toe  (Size: 9),CP-779954-4
Metro Safety 15 Inch Gumboot Double density With Steel Toe  (Size: 10),CP-779954-5
Indcare Duster Safety 15 Inch Gumboot Double density W/O Steel Toe  (Size: 6),CP-047199-1
Indcare Duster Safety 15 Inch Gumboot Double density W/O Steel Toe  (Size: 7),CP-047199-2
Indcare Duster Safety 15 Inch Gumboot Double density W/O Steel Toe  (Size: 8),CP-047199-3
Indcare Duster Safety 15 Inch Gumboot Double density W/O Steel Toe  (Size: 9),CP-047199-4
Indcare Duster Safety 15 Inch Gumboot Double density W/O Steel Toe  (Size: 10),CP-047199-5
Eva Bond Full PVC Rainy Safety Shoes  (Size: 6),CP-622168-1
Eva Bond Full PVC Rainy Safety Shoes  (Size: 7),CP-622168-2
Eva Bond Full PVC Rainy Safety Shoes  (Size: 8),CP-622168-3
Eva Bond Full PVC Rainy Safety Shoes  (Size: 9),CP-622168-4
Eva Bond Full PVC Rainy Safety Shoes  (Size: 10),CP-622168-5
Meddo Decor Full PVC Rainy Safety Shoes (6 no),CP-065124-1
Meddo Decor Full PVC Rainy Safety Shoes (7 no),CP-065124-2
Meddo Decor Full PVC Rainy Safety Shoes (8 no),CP-065124-3
Meddo Decor Full PVC Rainy Safety Shoes (9 no),CP-065124-4
Meddo Decor Full PVC Rainy Safety Shoes (10 no),CP-065124-5
Thermax Maxgrout 60 (30 kg) - Bulk Discount - MOQ 100 Bags,CP-482160-2
Reflective Safety Jacket 1 Inch Net Fabric (Orange) (Size: 1 inch tap),CP-422406-1
Reflective Safety Jacket 1 Inch Net Fabric (Green) (Size: 1 inch tap),CP-422406-2
Reflective Safety Jacket 1 Inch Net Fabric (Blue) (Size: 1 inch tap),CP-422406-3
Reflective Safety Jacket 2 Inch Net Fabric (Green) (Size: 2 inch tap),CP-641375-1
Reflective Safety Jacket 2 Inch Net Fabric (Orange) (Size: 2 inch tap),CP-641375-2
Adjustable Telescopic Prop / Prop Jack (17.5 kg) (Size: 2 x 2 meter),CP-107936-6
Adjustable Telescopic Prop / Prop Jack (20.5 kg) (Size: 2 x 3 meter),CP-107936-7
Industrial Aluminium Ladder (6 Feet),CP-552451-6
"Waterproof Tarpaulin Sheet (11 kg, 225 gsm) (Size: 10 x 50 feet)",CP-173911-29
Self Tapping/Drilling Screw (25 mm),CP-257762-1
Supreme UPVC ASTM Ball Valve (Metal Ball) (Sch - 80) (Size: 40 mm (1½ inch)),CP-740839-1
Reflective Elastic Safety Cross Belt (Green),CP-587182-1
Arrow Model Labour Safety Shoes (6 no),CP-077987-1
Arrow Model Labour Safety Shoes (7 no),CP-077987-2
Arrow Model Labour Safety Shoes (8 no),CP-077987-3
Arrow Model Labour Safety Shoes (9 no),CP-077987-4
Arrow Model Labour Safety Shoes (10 no),CP-077987-5
Synthetic Leather SUMO PVC Safety Shoes (6 no),CP-380472-1
Synthetic Leather SUMO PVC Safety Shoes (7 no),CP-380472-2
Synthetic Leather SUMO PVC Safety Shoes (8 no),CP-380472-3
Synthetic Leather SUMO PVC Safety Shoes (9 no),CP-380472-4
Synthetic Leather SUMO PVC Safety Shoes (10 no),CP-380472-5
Scaffolding Toe Guard (2 meter),CP-852443-1
Scaffolding Toe Guard (3 meter),CP-852443-2
Unistar U4 Synthetic Leather PVC Sole Safety Shoes (6 no),CP-851522-1
Unistar U4 Synthetic Leather PVC Sole Safety Shoes (7 no),CP-851522-2
Unistar U4 Synthetic Leather PVC Sole Safety Shoes (8 no),CP-851522-3
Unistar U4 Synthetic Leather PVC Sole Safety Shoes (9 no),CP-851522-4
Unistar U4 Synthetic Leather PVC Sole Safety Shoes (10 no),CP-851522-5
Unistar Beston Synthetic Leather PVC Sole Safety Shoes (6 no),CP-321997-1
Unistar Beston Synthetic Leather PVC Sole Safety Shoes (7 no),CP-321997-2
Unistar Beston Synthetic Leather PVC Sole Safety Shoes (8 no),CP-321997-3
Unistar Beston Synthetic Leather PVC Sole Safety Shoes (9 no),CP-321997-4
Unistar Beston Synthetic Leather PVC Sole Safety Shoes (10 no),CP-321997-5
Unistar Orbit DD Synthetic Leather PVC Sole Safety Shoes (6 no),CP-368025-1
Unistar Orbit DD Synthetic Leather PVC Sole Safety Shoes (7 no),CP-368025-2
Unistar Orbit DD Synthetic Leather PVC Sole Safety Shoes (8 no),CP-368025-3
Unistar Orbit DD Synthetic Leather PVC Sole Safety Shoes (9 no),CP-368025-4
